CoC Number,CoC Name,Year,Attribute Name,Value,Year - Text
CA-613,Imperial County CoC,01/01/2015 12:00:00 AM,Unsheltered Parenting Youth Under 18,0,2015
CA-614,San Luis Obispo County CoC,01/01/2015 12:00:00 AM,Unsheltered Homeless,1123,2015
CA-614,San Luis Obispo County CoC,01/01/2015 12:00:00 AM,Parenting Youth Under 18,0,2015
CA-614,San Luis Obispo County CoC,01/01/2015 12:00:00 AM,Chronically Homeless,415,2015
CA-614,San Luis Obispo County CoC,01/01/2015 12:00:00 AM,Sheltered Parenting Youth (Under 25),5,2015
CA-614,San Luis Obispo County CoC,01/01/2015 12:00:00 AM,Sheltered Chronically Homeless Individuals,6,2015
CA-614,San Luis Obispo County CoC,01/01/2015 12:00:00 AM,Unsheltered Homeless Unaccompanied Youth (Under 25),389,2015
CA-614,San Luis Obispo County CoC,01/01/2015 12:00:00 AM,Unsheltered Homeless Veterans,113,2015
CA-614,San Luis Obispo County CoC,01/01/2015 12:00:00 AM,Homeless Unaccompanied Children (Under 18),14,2015
CA-614,San Luis Obispo County CoC,01/01/2015 12:00:00 AM,Homeless Unaccompanied Youth (Under 25),394,2015
CA-614,San Luis Obispo County CoC,01/01/2015 12:00:00 AM,Homeless Unaccompanied Young Adults (Age 18-24),380,2015
CA-614,San Luis Obispo County CoC,01/01/2015 12:00:00 AM,Sheltered Chronically Homeless,6,2015
CA-614,San Luis Obispo County CoC,01/01/2015 12:00:00 AM,Sheltered Parenting Youth Under 18,0,2015
CA-614,San Luis Obispo County CoC,01/01/2015 12:00:00 AM,Total Homeless,1515,2015
CA-614,San Luis Obispo County CoC,01/01/2015 12:00:00 AM,Unsheltered Homeless Individuals,1038,2015
CA-615,"Inyo, Mono, Alpine Counties CoC",01/01/2015 12:00:00 AM,Sheltered Homeless Individuals,4,2015
CA-614,San Luis Obispo County CoC,01/01/2015 12:00:00 AM,Sheltered Homeless Unaccompanied Children (Under 18),0,2015
CA-614,San Luis Obispo County CoC,01/01/2015 12:00:00 AM,Homeless Veterans,130,2015
CA-614,San Luis Obispo County CoC,01/01/2015 12:00:00 AM,Chronically Homeless Individuals,388,2015
CA-614,San Luis Obispo County CoC,01/01/2015 12:00:00 AM,Sheltered Homeless Unaccompanied Youth (Under 25),5,2015
CA-614,San Luis Obispo County CoC,01/01/2015 12:00:00 AM,Sheltered Homeless Unaccompanied Young Adults (Age 18-24),5,2015
CA-614,San Luis Obispo County CoC,01/01/2015 12:00:00 AM,Chronically Homeless People in Families,27,2015
CA-614,San Luis Obispo County CoC,01/01/2015 12:00:00 AM,Unsheltered Children of Parenting Youth,7,2015
CA-614,San Luis Obispo County CoC,01/01/2015 12:00:00 AM,Sheltered Homeless Individuals,119,2015
CA-614,San Luis Obispo County CoC,01/01/2015 12:00:00 AM,Sheltered Homeless People in Families,273,2015
CA-614,San Luis Obispo County CoC,01/01/2015 12:00:00 AM,Unsheltered Homeless Unaccompanied Young Adults (Age 18-24),375,2015
CA-614,San Luis Obispo County CoC,01/01/2015 12:00:00 AM,Unsheltered Chronically Homeless,409,2015
CA-614,San Luis Obispo County CoC,01/01/2015 12:00:00 AM,Unsheltered Parenting Youth Age 18-24,7,2015
CA-614,San Luis Obispo County CoC,01/01/2015 12:00:00 AM,Homeless Individuals,1157,2015
CA-614,San Luis Obispo County CoC,01/01/2015 12:00:00 AM,Sheltered Homeless,392,2015
CA-614,San Luis Obispo County CoC,01/01/2015 12:00:00 AM,Unsheltered Chronically Homeless Individuals,382,2015
CA-614,San Luis Obispo County CoC,01/01/2015 12:00:00 AM,Unsheltered Homeless People in Families,85,2015
CA-614,San Luis Obispo County CoC,01/01/2015 12:00:00 AM,Unsheltered Chronically Homeless People in Families,27,2015
CA-614,San Luis Obispo County CoC,01/01/2015 12:00:00 AM,Unsheltered Homeless Unaccompanied Children (Under 18),14,2015
CA-614,San Luis Obispo County CoC,01/01/2015 12:00:00 AM,Unsheltered Parenting Youth (Under 25),7,2015
CA-614,San Luis Obispo County CoC,01/01/2015 12:00:00 AM,Sheltered Parenting Youth Age 18-24,5,2015
CA-614,San Luis Obispo County CoC,01/01/2015 12:00:00 AM,Sheltered Children of Parenting Youth,5,2015
CA-614,San Luis Obispo County CoC,01/01/2015 12:00:00 AM,Sheltered Chronically Homeless People in Families,0,2015
CA-614,San Luis Obispo County CoC,01/01/2015 12:00:00 AM,Children of Parenting Youth,12,2015
CA-614,San Luis Obispo County CoC,01/01/2015 12:00:00 AM,Homeless People in Families,358,2015
CA-614,San Luis Obispo County CoC,01/01/2015 12:00:00 AM,Sheltered Homeless Veterans,17,2015
CA-614,San Luis Obispo County CoC,01/01/2015 12:00:00 AM,Parenting Youth Age 18-24,12,2015
CA-614,San Luis Obispo County CoC,01/01/2015 12:00:00 AM,Parenting Youth (Under 25),12,2015
CA-614,San Luis Obispo County CoC,01/01/2015 12:00:00 AM,Unsheltered Parenting Youth Under 18,0,2015
CA-615,"Inyo, Mono, Alpine Counties CoC",01/01/2015 12:00:00 AM,Unsheltered Homeless,45,2015
CA-615,"Inyo, Mono, Alpine Counties CoC",01/01/2015 12:00:00 AM,Parenting Youth Under 18,0,2015
CA-615,"Inyo, Mono, Alpine Counties CoC",01/01/2015 12:00:00 AM,Chronically Homeless,19,2015
CA-615,"Inyo, Mono, Alpine Counties CoC",01/01/2015 12:00:00 AM,Sheltered Parenting Youth (Under 25),0,2015
CA-615,"Inyo, Mono, Alpine Counties CoC",01/01/2015 12:00:00 AM,Sheltered Chronically Homeless Individuals,1,2015
CA-615,"Inyo, Mono, Alpine Counties CoC",01/01/2015 12:00:00 AM,Unsheltered Homeless Unaccompanied Youth (Under 25),5,2015
CA-615,"Inyo, Mono, Alpine Counties CoC",01/01/2015 12:00:00 AM,Unsheltered Homeless Veterans,8,2015
CA-615,"Inyo, Mono, Alpine Counties CoC",01/01/2015 12:00:00 AM,Homeless Unaccompanied Children (Under 18),0,2015
CA-615,"Inyo, Mono, Alpine Counties CoC",01/01/2015 12:00:00 AM,Homeless Unaccompanied Youth (Under 25),7,2015
CA-615,"Inyo, Mono, Alpine Counties CoC",01/01/2015 12:00:00 AM,Homeless Unaccompanied Young Adults (Age 18-24),7,2015
CA-615,"Inyo, Mono, Alpine Counties CoC",01/01/2015 12:00:00 AM,Sheltered Chronically Homeless,1,2015
CA-615,"Inyo, Mono, Alpine Counties CoC",01/01/2015 12:00:00 AM,Sheltered Parenting Youth Under 18,0,2015
CA-615,"Inyo, Mono, Alpine Counties CoC",01/01/2015 12:00:00 AM,Total Homeless,53,2015
CA-615,"Inyo, Mono, Alpine Counties CoC",01/01/2015 12:00:00 AM,Unsheltered Homeless Individuals,42,2015
CA-615,"Inyo, Mono, Alpine Counties CoC",01/01/2015 12:00:00 AM,Sheltered Homeless Unaccompanied Children (Under 18),0,2015
CA-615,"Inyo, Mono, Alpine Counties CoC",01/01/2015 12:00:00 AM,Homeless Veterans,8,2015
CA-615,"Inyo, Mono, Alpine Counties CoC",01/01/2015 12:00:00 AM,Chronically Homeless Individuals,19,2015
CA-615,"Inyo, Mono, Alpine Counties CoC",01/01/2015 12:00:00 AM,Sheltered Homeless Unaccompanied Youth (Under 25),2,2015
CA-615,"Inyo, Mono, Alpine Counties CoC",01/01/2015 12:00:00 AM,Sheltered Homeless Unaccompanied Young Adults (Age 18-24),2,2015
CA-615,"Inyo, Mono, Alpine Counties CoC",01/01/2015 12:00:00 AM,Chronically Homeless People in Families,0,2015
CA-615,"Inyo, Mono, Alpine Counties CoC",01/01/2015 12:00:00 AM,Unsheltered Children of Parenting Youth,0,2015
CA-615,"Inyo, Mono, Alpine Counties CoC",01/01/2015 12:00:00 AM,Sheltered Homeless People in Families,4,2015
CA-615,"Inyo, Mono, Alpine Counties CoC",01/01/2015 12:00:00 AM,Unsheltered Homeless Unaccompanied Young Adults (Age 18-24),5,2015
CA-615,"Inyo, Mono, Alpine Counties CoC",01/01/2015 12:00:00 AM,Unsheltered Chronically Homeless,18,2015
CA-615,"Inyo, Mono, Alpine Counties CoC",01/01/2015 12:00:00 AM,Unsheltered Parenting Youth Age 18-24,0,2015
CA-615,"Inyo, Mono, Alpine Counties CoC",01/01/2015 12:00:00 AM,Homeless Individuals,46,2015
CA-615,"Inyo, Mono, Alpine Counties CoC",01/01/2015 12:00:00 AM,Sheltered Homeless,8,2015
CA-615,"Inyo, Mono, Alpine Counties CoC",01/01/2015 12:00:00 AM,Unsheltered Chronically Homeless Individuals,18,2015
CA-615,"Inyo, Mono, Alpine Counties CoC",01/01/2015 12:00:00 AM,Unsheltered Homeless People in Families,3,2015
CA-615,"Inyo, Mono, Alpine Counties CoC",01/01/2015 12:00:00 AM,Unsheltered Chronically Homeless People in Families,0,2015
CA-615,"Inyo, Mono, Alpine Counties CoC",01/01/2015 12:00:00 AM,Unsheltered Homeless Unaccompanied Children (Under 18),0,2015
CA-615,"Inyo, Mono, Alpine Counties CoC",01/01/2015 12:00:00 AM,Unsheltered Parenting Youth (Under 25),0,2015
CA-615,"Inyo, Mono, Alpine Counties CoC",01/01/2015 12:00:00 AM,Sheltered Parenting Youth Age 18-24,0,2015
CA-615,"Inyo, Mono, Alpine Counties CoC",01/01/2015 12:00:00 AM,Sheltered Children of Parenting Youth,0,2015
CA-615,"Inyo, Mono, Alpine Counties CoC",01/01/2015 12:00:00 AM,Sheltered Chronically Homeless People in Families,0,2015
CA-615,"Inyo, Mono, Alpine Counties CoC",01/01/2015 12:00:00 AM,Children of Parenting Youth,0,2015
CA-615,"Inyo, Mono, Alpine Counties CoC",01/01/2015 12:00:00 AM,Homeless People in Families,7,2015
CA-615,"Inyo, Mono, Alpine Counties CoC",01/01/2015 12:00:00 AM,Sheltered Homeless Veterans,0,2015
CA-615,"Inyo, Mono, Alpine Counties CoC",01/01/2015 12:00:00 AM,Parenting Youth Age 18-24,0,2015
CA-615,"Inyo, Mono, Alpine Counties CoC",01/01/2015 12:00:00 AM,Parenting Youth (Under 25),0,2015
CA-615,"Inyo, Mono, Alpine Counties CoC",01/01/2015 12:00:00 AM,Unsheltered Parenting Youth Under 18,0,2015
CO-500,Colorado Balance of State CoC,01/01/2015 12:00:00 AM,Unsheltered Homeless,1831,2015
CO-500,Colorado Balance of State CoC,01/01/2015 12:00:00 AM,Parenting Youth Under 18,1,2015
CO-500,Colorado Balance of State CoC,01/01/2015 12:00:00 AM,Chronically Homeless,744,2015
CO-500,Colorado Balance of State CoC,01/01/2015 12:00:00 AM,Sheltered Parenting Youth (Under 25),50,2015
CO-500,Colorado Balance of State CoC,01/01/2015 12:00:00 AM,Sheltered Chronically Homeless Individuals,201,2015
CO-500,Colorado Balance of State CoC,01/01/2015 12:00:00 AM,Unsheltered Homeless Unaccompanied Youth (Under 25),129,2015
CO-500,Colorado Balance of State CoC,01/01/2015 12:00:00 AM,Unsheltered Homeless Veterans,158,2015
CO-500,Colorado Balance of State CoC,01/01/2015 12:00:00 AM,Homeless Unaccompanied Children (Under 18),6,2015
CO-500,Colorado Balance of State CoC,01/01/2015 12:00:00 AM,Homeless Unaccompanied Youth (Under 25),204,2015
CO-500,Colorado Balance of State CoC,01/01/2015 12:00:00 AM,Homeless Unaccompanied Young Adults (Age 18-24),198,2015
CO-500,Colorado Balance of State CoC,01/01/2015 12:00:00 AM,Sheltered Chronically Homeless,223,2015
CO-500,Colorado Balance of State CoC,01/01/2015 12:00:00 AM,Sheltered Parenting Youth Under 18,0,2015
CO-500,Colorado Balance of State CoC,01/01/2015 12:00:00 AM,Total Homeless,3545,2015
CO-500,Colorado Balance of State CoC,01/01/2015 12:00:00 AM,Unsheltered Homeless Individuals,1086,2015
CO-500,Colorado Balance of State CoC,01/01/2015 12:00:00 AM,Sheltered Homeless Unaccompanied Children (Under 18),2,2015
CO-500,Colorado Balance of State CoC,01/01/2015 12:00:00 AM,Homeless Veterans,295,2015
CO-500,Colorado Balance of State CoC,01/01/2015 12:00:00 AM,Chronically Homeless Individuals,605,2015
CO-500,Colorado Balance of State CoC,01/01/2015 12:00:00 AM,Sheltered Homeless Unaccompanied Youth (Under 25),75,2015
CO-500,Colorado Balance of State CoC,01/01/2015 12:00:00 AM,Sheltered Homeless Unaccompanied Young Adults (Age 18-24),73,2015
CO-500,Colorado Balance of State CoC,01/01/2015 12:00:00 AM,Chronically Homeless People in Families,139,2015
CO-500,Colorado Balance of State CoC,01/01/2015 12:00:00 AM,Unsheltered Children of Parenting Youth,22,2015
CO-500,Colorado Balance of State CoC,01/01/2015 12:00:00 AM,Sheltered Homeless Individuals,819,2015
CO-500,Colorado Balance of State CoC,01/01/2015 12:00:00 AM,Sheltered Homeless People in Families,895,2015
CO-500,Colorado Balance of State CoC,01/01/2015 12:00:00 AM,Unsheltered Homeless Unaccompanied Young Adults (Age 18-24),125,2015
CO-500,Colorado Balance of State CoC,01/01/2015 12:00:00 AM,Unsheltered Chronically Homeless,521,2015
CO-500,Colorado Balance of State CoC,01/01/2015 12:00:00 AM,Unsheltered Parenting Youth Age 18-24,18,2015
CO-500,Colorado Balance of State CoC,01/01/2015 12:00:00 AM,Homeless Individuals,1905,2015
CO-500,Colorado Balance of State CoC,01/01/2015 12:00:00 AM,Sheltered Homeless,1714,2015
CO-500,Colorado Balance of State CoC,01/01/2015 12:00:00 AM,Unsheltered Chronically Homeless Individuals,404,2015
CO-500,Colorado Balance of State CoC,01/01/2015 12:00:00 AM,Unsheltered Homeless People in Families,745,2015
CO-500,Colorado Balance of State CoC,01/01/2015 12:00:00 AM,Unsheltered Chronically Homeless People in Families,117,2015
CO-500,Colorado Balance of State CoC,01/01/2015 12:00:00 AM,Unsheltered Homeless Unaccompanied Children (Under 18),4,2015
CO-500,Colorado Balance of State CoC,01/01/2015 12:00:00 AM,Unsheltered Parenting Youth (Under 25),19,2015
CO-500,Colorado Balance of State CoC,01/01/2015 12:00:00 AM,Sheltered Parenting Youth Age 18-24,50,2015
CO-500,Colorado Balance of State CoC,01/01/2015 12:00:00 AM,Sheltered Children of Parenting Youth,53,2015
CO-500,Colorado Balance of State CoC,01/01/2015 12:00:00 AM,Sheltered Chronically Homeless People in Families,22,2015
CO-500,Colorado Balance of State CoC,01/01/2015 12:00:00 AM,Children of Parenting Youth,75,2015
CO-500,Colorado Balance of State CoC,01/01/2015 12:00:00 AM,Homeless People in Families,1640,2015
CO-500,Colorado Balance of State CoC,01/01/2015 12:00:00 AM,Sheltered Homeless Veterans,137,2015
CO-500,Colorado Balance of State CoC,01/01/2015 12:00:00 AM,Parenting Youth Age 18-24,68,2015
CO-500,Colorado Balance of State CoC,01/01/2015 12:00:00 AM,Parenting Youth (Under 25),69,2015
CO-500,Colorado Balance of State CoC,01/01/2015 12:00:00 AM,Unsheltered Parenting Youth Under 18,1,2015
CO-503,Metropolitan Denver Homeless Initiative,01/01/2015 12:00:00 AM,Unsheltered Homeless,745,2015
CO-503,Metropolitan Denver Homeless Initiative,01/01/2015 12:00:00 AM,Parenting Youth Under 18,0,2015
CO-503,Metropolitan Denver Homeless Initiative,01/01/2015 12:00:00 AM,Chronically Homeless,842,2015
CO-503,Metropolitan Denver Homeless Initiative,01/01/2015 12:00:00 AM,Sheltered Parenting Youth (Under 25),88,2015
CO-503,Metropolitan Denver Homeless Initiative,01/01/2015 12:00:00 AM,Sheltered Chronically Homeless Individuals,427,2015
CO-503,Metropolitan Denver Homeless Initiative,01/01/2015 12:00:00 AM,Unsheltered Homeless Unaccompanied Youth (Under 25),55,2015
CO-503,Metropolitan Denver Homeless Initiative,01/01/2015 12:00:00 AM,Unsheltered Homeless Veterans,94,2015
CO-503,Metropolitan Denver Homeless Initiative,01/01/2015 12:00:00 AM,Homeless Unaccompanied Children (Under 18),75,2015
CO-503,Metropolitan Denver Homeless Initiative,01/01/2015 12:00:00 AM,Homeless Unaccompanied Youth (Under 25),286,2015
CO-503,Metropolitan Denver Homeless Initiative,01/01/2015 12:00:00 AM,Homeless Unaccompanied Young Adults (Age 18-24),211,2015
CO-503,Metropolitan Denver Homeless Initiative,01/01/2015 12:00:00 AM,Sheltered Chronically Homeless,520,2015
CO-503,Metropolitan Denver Homeless Initiative,01/01/2015 12:00:00 AM,Sheltered Parenting Youth Under 18,0,2015
CO-503,Metropolitan Denver Homeless Initiative,01/01/2015 12:00:00 AM,Total Homeless,5335,2015
CO-503,Metropolitan Denver Homeless Initiative,01/01/2015 12:00:00 AM,Unsheltered Homeless Individuals,664,2015
CO-503,Metropolitan Denver Homeless Initiative,01/01/2015 12:00:00 AM,Sheltered Homeless Unaccompanied Children (Under 18),72,2015
CO-503,Metropolitan Denver Homeless Initiative,01/01/2015 12:00:00 AM,Homeless Veterans,494,2015
CO-503,Metropolitan Denver Homeless Initiative,01/01/2015 12:00:00 AM,Chronically Homeless Individuals,692,2015
CO-503,Metropolitan Denver Homeless Initiative,01/01/2015 12:00:00 AM,Sheltered Homeless Unaccompanied Youth (Under 25),231,2015
CO-503,Metropolitan Denver Homeless Initiative,01/01/2015 12:00:00 AM,Sheltered Homeless Unaccompanied Young Adults (Age 18-24),159,2015
CO-503,Metropolitan Denver Homeless Initiative,01/01/2015 12:00:00 AM,Chronically Homeless People in Families,150,2015
CO-503,Metropolitan Denver Homeless Initiative,01/01/2015 12:00:00 AM,Unsheltered Children of Parenting Youth,7,2015
CO-503,Metropolitan Denver Homeless Initiative,01/01/2015 12:00:00 AM,Sheltered Homeless Individuals,2375,2015
CO-503,Metropolitan Denver Homeless Initiative,01/01/2015 12:00:00 AM,Sheltered Homeless People in Families,2215,2015
CO-503,Metropolitan Denver Homeless Initiative,01/01/2015 12:00:00 AM,Unsheltered Homeless Unaccompanied Young Adults (Age 18-24),52,2015
CO-503,Metropolitan Denver Homeless Initiative,01/01/2015 12:00:00 AM,Unsheltered Chronically Homeless,322,2015
CO-503,Metropolitan Denver Homeless Initiative,01/01/2015 12:00:00 AM,Unsheltered Parenting Youth Age 18-24,6,2015
CO-503,Metropolitan Denver Homeless Initiative,01/01/2015 12:00:00 AM,Homeless Individuals,3039,2015
CO-503,Metropolitan Denver Homeless Initiative,01/01/2015 12:00:00 AM,Sheltered Homeless,4590,2015
CO-503,Metropolitan Denver Homeless Initiative,01/01/2015 12:00:00 AM,Unsheltered Chronically Homeless Individuals,265,2015
CO-503,Metropolitan Denver Homeless Initiative,01/01/2015 12:00:00 AM,Unsheltered Homeless People in Families,81,2015
CO-503,Metropolitan Denver Homeless Initiative,01/01/2015 12:00:00 AM,Unsheltered Chronically Homeless People in Families,57,2015
CO-503,Metropolitan Denver Homeless Initiative,01/01/2015 12:00:00 AM,Unsheltered Homeless Unaccompanied Children (Under 18),3,2015
CO-503,Metropolitan Denver Homeless Initiative,01/01/2015 12:00:00 AM,Unsheltered Parenting Youth (Under 25),6,2015
CO-503,Metropolitan Denver Homeless Initiative,01/01/2015 12:00:00 AM,Sheltered Parenting Youth Age 18-24,88,2015
CO-503,Metropolitan Denver Homeless Initiative,01/01/2015 12:00:00 AM,Sheltered Children of Parenting Youth,132,2015
CO-503,Metropolitan Denver Homeless Initiative,01/01/2015 12:00:00 AM,Sheltered Chronically Homeless People in Families,93,2015
CO-503,Metropolitan Denver Homeless Initiative,01/01/2015 12:00:00 AM,Children of Parenting Youth,139,2015
CO-503,Metropolitan Denver Homeless Initiative,01/01/2015 12:00:00 AM,Homeless People in Families,2296,2015
CO-503,Metropolitan Denver Homeless Initiative,01/01/2015 12:00:00 AM,Sheltered Homeless Veterans,400,2015
CO-503,Metropolitan Denver Homeless Initiative,01/01/2015 12:00:00 AM,Parenting Youth Age 18-24,94,2015
CO-503,Metropolitan Denver Homeless Initiative,01/01/2015 12:00:00 AM,Parenting Youth (Under 25),94,2015
CO-503,Metropolitan Denver Homeless Initiative,01/01/2015 12:00:00 AM,Unsheltered Parenting Youth Under 18,0,2015
CO-504,Colorado Springs/El Paso County CoC,01/01/2015 12:00:00 AM,Unsheltered Homeless,243,2015
CO-504,Colorado Springs/El Paso County CoC,01/01/2015 12:00:00 AM,Parenting Youth Under 18,0,2015
CO-504,Colorado Springs/El Paso County CoC,01/01/2015 12:00:00 AM,Chronically Homeless,291,2015
CO-504,Colorado Springs/El Paso County CoC,01/01/2015 12:00:00 AM,Sheltered Parenting Youth (Under 25),8,2015
CO-504,Colorado Springs/El Paso County CoC,01/01/2015 12:00:00 AM,Sheltered Chronically Homeless Individuals,126,2015
CO-504,Colorado Springs/El Paso County CoC,01/01/2015 12:00:00 AM,Unsheltered Homeless Unaccompanied Youth (Under 25),22,2015
CO-504,Colorado Springs/El Paso County CoC,01/01/2015 12:00:00 AM,Unsheltered Homeless Veterans,54,2015
CO-504,Colorado Springs/El Paso County CoC,01/01/2015 12:00:00 AM,Homeless Unaccompanied Children (Under 18),1,2015
CO-504,Colorado Springs/El Paso County CoC,01/01/2015 12:00:00 AM,Homeless Unaccompanied Youth (Under 25),76,2015
CO-504,Colorado Springs/El Paso County CoC,01/01/2015 12:00:00 AM,Homeless Unaccompanied Young Adults (Age 18-24),75,2015
CO-504,Colorado Springs/El Paso County CoC,01/01/2015 12:00:00 AM,Sheltered Chronically Homeless,139,2015
CO-504,Colorado Springs/El Paso County CoC,01/01/2015 12:00:00 AM,Sheltered Parenting Youth Under 18,0,2015
CO-504,Colorado Springs/El Paso County CoC,01/01/2015 12:00:00 AM,Total Homeless,1073,2015
CO-504,Colorado Springs/El Paso County CoC,01/01/2015 12:00:00 AM,Unsheltered Homeless Individuals,240,2015
